blue_average_level,blue_total_gold,blue_totalDamageDoneToChampions,blue_totalDamageDone,blue_minionsKilled,blue_timeEnemySpentControlled,blue_jungleMinionsKilled,blue_currentGold,blue_first_blood,blue_champions_killed,red_average_level,red_total_gold,red_totalDamageDoneToChampions,red_totalDamageDone,red_minionsKilled,red_timeEnemySpentControlled,red_jungleMinionsKilled,red_currentGold,red_first_blood,red_champions_killed,blue_win
6.8,15996,9591,115722,218,260875,52,5041,1,4,6.8,16852,11839,116611,217,303500,60,2787,0,5,1
7.0,17411,16001,120230,207,479543,48,3241,1,8,7.0,17416,15960,132758,225,416771,56,2186,0,7,1
6.6,14489,12233,112866,197,242946,48,2654,0,3,7.2,17966,14171,158881,239,295482,64,3761,1,7,1
7.2,14007,10219,119844,209,449071,64,4647,1,1,6.8,14310,8665,125645,244,215549,56,4520,0,0,0
6.8,16216,13176,145339,242,286084,64,3201,0,3,7.0,16341,11075,141837,219,216579,68,4401,1,5,0
7.2,17088,14812,134185,222,526057,52,4578,0,7,7.2,16889,14822,151225,224,352806,56,4229,1,7,1
9.4,32536,35931,208949,238,281278,24,5886,1,10,9.8,30258,30088,160387,216,681954,32,4298,0,9,0
10.6,49394,70623,254159,242,799890,32,8599,1,40,9.4,33788,30495,110445,151,1691307,16,3108,0,17,0
7.2,18354,15188,130285,210,220667,52,4904,0,7,6.8,15657,13623,120734,217,268005,52,3587,1,4,1
7.4,18755,14473,135854,224,203359,59,5395,1,10,6.4,13429,11583,104836,184,422449,42,1984,0,3,0
6.8,15578,14944,124190,222,386768,36,2618,0,6,6.8,17684,14939,132147,200,429946,43,3694,1,9,1
6.8,15978,14834,106994,173,308259,50,2218,1,7,7.4,18397,18633,127274,205,813701,59,1662,0,12,1
6.8,16912,14291,120442,191,181304,56,3257,0,7,7.2,18011,17427,128275,201,525316,40,2566,1,12,0
7.2,15575,12227,132106,206,410740,64,3460,1,3,7.2,16900,13219,152470,255,444851,56,4330,0,5,1
6.4,13504,12514,93105,181,334721,40,1934,1,3,7.2,16106,13630,113551,194,317399,52,5601,0,5,1
6.6,14471,14302,101846,203,427668,37,1431,0,4,7.4,20175,16954,141170,241,360617,43,5550,1,11,1
6.8,15284,6844,111184,226,166915,48,1874,1,3,7.0,14988,8051,127828,222,233517,68,2003,0,2,0
7.2,16734,16460,138948,230,604511,56,4269,1,5,7.0,15574,15333,118295,221,351707,52,2379,0,5,1
7.0,18231,10260,151140,254,390377,56,4311,1,5,6.8,14913,10076,119144,220,417569,52,2948,0,2,0
10.0,36593,43833,180839,190,983918,20,3743,0,20,10.0,38617,44310,193320,224,1622442,24,5027,1,19,0
7.2,15960,13483,145919,238,426061,68,3575,0,3,7.4,16559,12467,145639,227,268268,64,5349,1,5,1
6.8,18568,17304,132954,205,471437,52,4943,1,11,6.6,16312,14284,111019,171,227890,48,4107,0,7,0
7.0,16796,11785,115255,225,308829,48,5136,1,5,7.0,16674,14499,138045,226,323771,60,2634,0,6,0
7.0,15754,12949,124633,229,397789,56,3745,1,2,7.0,15280,10475,146382,225,401410,64,2930,0,3,0
10.2,39126,48913,170146,190,626208,8,2406,1,26,10.2,42374,44082,247826,275,285264,24,3336,0,24,0
6.8,15464,14692,114087,240,340514,38,1584,1,3,7.2,16639,11774,128960,240,424992,62,4269,0,5,1
6.4,13197,7175,107297,205,314153,48,1502,0,1,7.2,17374,15368,127048,243,148543,52,1464,1,9,1
7.0,14698,9459,113694,193,311853,56,3833,1,3,6.8,14568,8928,108892,227,273379,40,5348,0,2,0
10.2,45501,42301,226564,260,1433723,24,6316,1,30,9.0,31738,21781,157213,195,1255233,24,1808,0,11,0
10.6,47959,55242,221781,239,263189,30,6109,0,37,9.8,43334,48195,220427,201,355288,34,4349,1,28,0
10.0,36150,37571,162060,225,468121,4,3385,0,16,10.2,36644,37248,215525,238,772804,44,3459,1,17,1
6.4,16074,13281,135524,232,406077,44,2549,1,4,7.2,14976,8931,135365,218,344025,68,3201,0,4,0
6.8,15602,13762,102003,185,112069,44,3827,0,6,7.0,17002,16779,119410,209,338045,52,2097,1,8,0
6.8,16279,13232,143554,230,386858,62,2469,0,4,6.8,17748,15749,134891,232,194548,40,1978,1,9,1
8.4,31594,28850,120198,157,426853,4,2336,1,19,9.6,43929,53375,212430,213,716036,33,8464,0,32,1
6.6,16414,16283,102508,183,250351,35,3874,1,6,6.8,19637,21162,107793,217,537746,32,1947,0,14,1
7.0,16587,14116,130510,244,372218,56,3427,1,4,7.0,17232,14503,137907,236,442177,52,2752,0,8,1
7.4,16487,12988,138100,238,567449,59,1777,1,5,6.8,15398,10190,129259,184,530172,62,3553,0,5,0
6.8,19732,17654,135924,215,98190,48,2322,0,12,6.6,15854,14947,123142,202,329385,56,3969,1,6,1
6.4,18567,11432,121454,190,366029,46,2302,1,8,6.2,22245,21573,115848,166,285838,41,3245,0,17,1
7.0,15265,11075,116413,219,326355,44,4050,1,3,7.2,15927,10723,145139,228,345832,56,5792,0,4,1
10.0,34342,35418,151969,187,815406,20,4597,0,14,11.0,45618,48795,239666,253,598482,33,4503,1,33,1
7.4,17449,16560,155174,192,561689,76,5159,0,8,7.4,15967,18555,129679,198,188012,40,3757,1,8,1
7.4,18453,19297,136434,208,380623,51,4868,1,9,7.6,17994,17813,124421,219,226874,44,2379,0,9,0
10.0,37261,40050,136609,161,649825,12,2706,0,23,10.6,39116,40724,199676,246,1043956,32,4441,1,18,1
7.0,17420,15609,115350,228,808634,48,2200,1,8,6.8,18917,17432,126787,205,592404,48,4482,0,8,1
7.2,15902,13760,132181,207,194758,60,3277,0,6,7.4,20407,17987,143927,246,158994,40,3237,1,10,1
7.0,20482,22067,129115,212,350615,44,6657,1,15,5.8,13718,12954,99967,145,346671,49,1028,0,3,0
10.0,44871,47051,192259,223,280175,12,3211,0,26,10.0,42701,50479,183983,235,396539,16,4711,1,28,0
9.6,32536,37658,170148,210,597336,8,4053,1,12,9.8,34630,38956,196066,252,1029406,20,4280,0,16,1
7.2,18716,19130,137608,224,514437,43,4066,0,12,6.6,16215,15932,111470,208,210402,44,2745,1,5,0
7.0,17887,15301,130301,236,121106,61,3762,1,8,6.8,15543,15646,130657,212,327482,52,1288,0,4,0
7.4,15834,11530,148725,268,998063,68,4734,0,3,6.8,14724,9392,128384,236,383625,50,2909,1,2,0
7.2,15597,8052,121868,237,395074,67,3022,1,3,6.6,15428,12690,133386,197,570170,60,968,0,3,1
7.4,17635,15805,159381,218,278752,72,2910,0,7,6.8,16619,15971,128478,202,385300,44,2704,1,9,0
6.6,14900,12352,109693,205,366696,44,1024,1,4,7.2,20914,15978,136093,274,280229,52,6839,0,9,1
10.0,39867,47393,173877,200,384172,24,3282,1,26,10.8,45776,55464,232563,227,333508,48,3071,0,34,1
7.0,16847,15614,126827,229,358609,44,3337,1,5,6.8,15636,15560,116246,211,570485,48,3546,0,5,0
10.4,40020,43873,186969,227,59579,23,3260,0,20,10.2,37615,43365,167889,198,406605,8,5170,1,26,0
7.2,19136,20819,125160,209,319903,46,1306,0,12,7.2,20244,17142,127291,220,345563,56,1618,1,13,0
7.2,16198,10736,132343,254,301290,56,3088,1,4,6.6,14309,9461,113976,210,163714,44,2944,0,2,0
7.2,17799,12423,150702,235,359636,67,3774,0,7,7.0,17134,14605,110352,221,232971,32,5699,1,7,1
10.0,39740,43381,185386,214,392678,21,4565,0,22,9.8,36457,47108,198947,211,389249,37,4352,1,20,1
6.8,16519,13809,127997,205,523090,46,4604,0,7,7.4,16886,14237,145665,264,235030,50,4776,1,5,0
10.4,43358,47460,224359,242,1006456,24,6593,1,28,10.0,34977,31375,212727,237,374846,46,4477,0,11,0
7.2,21528,24591,122000,238,277119,36,5468,1,13,6.8,15662,8350,107847,188,419912,47,2367,0,5,0
10.4,38798,47673,191805,213,566417,8,7448,0,24,9.6,36284,40673,164336,203,742447,12,2794,1,16,0
7.0,18670,15725,122672,199,606335,48,4930,1,11,6.8,16187,14147,101629,198,524706,52,1257,0,6,1
9.0,32462,30394,149456,201,691539,12,3357,1,19,8.4,26136,25558,130450,167,437675,8,4542,0,7,0
6.6,16804,17474,115595,204,513434,40,2134,0,7,6.8,17456,12825,142124,224,587958,68,2536,1,8,0
10.2,38101,34773,180067,209,603225,16,4086,1,21,10.4,36207,41805,213914,232,558262,37,6552,0,17,1
7.2,16847,12082,159470,224,323143,76,2542,1,6,7.2,15559,12039,132876,231,293298,52,3279,0,4,0
9.4,38151,38422,157213,174,498275,31,5916,0,30,9.0,32542,37117,154468,192,754893,12,3472,1,13,0
6.6,18046,21338,121068,147,331846,56,3696,0,14,6.8,20700,17271,116725,211,355347,40,4425,1,15,1
7.0,16064,9961,154669,236,766763,64,3974,1,3,7.0,14815,7057,125784,218,348934,56,2665,0,1,1
6.8,15022,11927,136947,211,287623,62,3522,0,2,7.2,17708,15096,152881,244,362967,57,4398,1,6,1
7.0,17187,14284,119494,195,146349,60,2897,1,6,6.8,17307,16504,119523,207,369336,48,2742,0,9,0
7.0,16290,8472,147439,249,329230,70,2505,1,3,7.0,16160,8079,147363,243,194667,76,2175,0,5,1
6.6,14398,10408,121294,221,347671,48,1548,0,3,7.2,18442,16061,168870,240,498053,72,3202,1,7,1
6.8,16616,14689,143710,224,405818,60,3026,0,5,7.2,17116,14684,148604,226,276422,60,2816,1,8,1
7.2,15807,13620,138468,215,343629,68,2202,1,5,7.4,17302,13878,132682,215,1045582,72,3172,0,6,1
6.4,15265,11606,96648,168,241871,44,2800,0,6,6.8,18745,18271,128246,230,116425,43,5225,1,11,1
7.0,17296,12347,123026,201,530346,48,1916,0,7,7.4,17793,14606,147006,220,223378,60,4248,1,7,1
7.4,19263,16223,122901,207,571571,52,4123,1,11,6.6,15499,15103,101334,177,327993,48,2274,0,6,0
7.0,15925,15429,135397,215,318798,64,3830,0,4,7.4,17859,11890,146160,241,254692,72,4594,1,8,0
7.2,17350,11802,131036,211,387979,44,4095,0,9,7.0,19043,16345,154879,227,283843,56,2428,1,10,1
10.4,37093,38178,163136,191,590700,16,4523,0,23,11.2,50709,63617,267074,275,999255,47,2574,1,40,1
7.0,17669,16078,112222,208,438773,44,1189,1,9,7.0,17070,17525,131945,188,308810,52,5074,0,9,0
7.2,15902,9919,124707,228,326743,50,3412,0,5,6.8,16103,10402,137535,227,386528,64,3013,1,5,1
6.6,15746,14433,131956,195,375347,45,3846,0,5,6.8,17924,15320,123403,208,335097,50,2134,1,9,1
6.6,15639,18666,132283,237,212185,48,1319,1,4,7.4,18491,17053,145555,221,348348,56,5446,0,9,1
7.2,18260,13923,134970,181,619938,68,3660,1,8,6.8,15595,13356,119451,194,369261,52,3745,0,6,0
7.0,15118,12759,138240,207,350425,64,3303,0,2,6.8,17923,14838,148524,225,178230,63,5838,1,9,1
7.0,16881,12106,138808,197,288437,56,2086,1,8,7.6,18949,16396,136728,225,395176,60,2829,0,11,1
9.2,38826,38827,180154,219,616175,20,2436,1,18,9.4,34334,35267,174553,181,608135,36,4301,0,17,0
6.6,16242,16774,104967,195,265353,36,5422,0,8,6.6,17212,15530,126067,209,198888,52,2062,1,8,1
7.2,16930,12056,150783,260,206270,64,3505,1,5,6.8,14566,10014,114723,207,275002,52,4101,0,2,0
1.0,2500,253,447,0,495,0,500,0,0,1.0,2500,0,475,0,0,0,0,0,0,1
6.8,17862,15599,137561,228,505997,47,3752,0,8,7.2,18561,15098,126217,224,377694,44,1521,1,11,1
10.0,33696,42706,180141,228,463358,20,1836,0,13,10.6,43888,59675,197472,244,630838,4,3828,1,37,1
6.6,18231,15697,121726,211,203436,48,5041,1,8,6.6,17064,14881,142484,195,290502,55,3874,0,8,1
7.2,19550,17128,129927,210,395276,48,2085,1,13,6.8,17475,14317,120645,190,287186,55,3160,0,7,0
10.8,42659,43410,225750,280,260226,8,5249,1,27,10.0,33161,28894,160412,200,424876,36,3114,0,16,0
6.6,14584,9839,129936,222,538312,45,2344,0,2,7.4,17464,12596,241899,226,231216,64,4924,1,7,1
7.0,17125,13345,129910,216,376708,56,5355,1,8,7.0,14835,12416,131108,199,318684,64,4245,0,3,1
7.0,18257,16470,132678,226,465394,48,2122,1,9,7.2,17794,19711,117191,204,235478,52,1344,0,9,0
7.2,18248,15997,145937,238,358742,56,1263,1,8,7.0,14264,14105,112838,191,288591,48,3564,0,3,1
7.2,17470,11025,134392,249,373046,62,2540,1,6,7.0,14146,6476,122853,205,211780,60,2146,0,2,0
6.8,16016,13959,115691,205,509581,52,4936,1,5,7.0,16311,13278,134773,210,702964,56,2771,0,6,1
6.2,17134,16846,130515,201,222270,46,2264,1,7,6.4,18675,18901,137061,189,528989,58,2870,0,11,1
11.4,38360,49295,121594,119,411337,0,7610,1,28,10.6,35906,42887,96075,92,339448,0,1461,0,19,0
6.8,18099,15097,124660,218,264731,36,1379,1,12,7.0,16234,14193,127006,191,384154,56,1174,0,6,0
6.4,15639,14566,109462,191,334686,55,2129,0,5,6.8,18374,17338,116146,223,293765,40,2969,1,11,0
7.2,18363,14695,141253,262,364494,52,2028,0,7,7.0,15416,12207,134945,232,422654,60,3106,1,3,0
6.6,14980,14988,122798,195,295248,46,1565,1,4,7.2,19339,16909,134465,229,257467,60,1249,0,9,1
7.2,18725,19087,144150,214,675407,52,3695,0,11,6.8,16354,11701,131689,176,285111,64,2524,1,6,0
11.2,37874,53781,107094,84,173015,0,2214,0,27,12.2,43399,71863,149135,110,395323,0,4759,1,39,1
10.6,33860,40664,99417,107,608161,0,2560,1,15,10.8,34341,39440,91710,91,840437,0,8021,0,18,0
7.2,16997,14723,229206,195,275145,54,4477,0,8,7.0,16576,13503,147538,219,72386,52,3811,1,7,1
11.6,39269,58876,123984,116,670707,0,5944,1,34,11.2,38025,61130,134107,93,232582,0,1715,0,29,0
7.0,17774,17369,110322,202,816630,48,2079,0,11,6.8,18641,20921,148674,206,471489,53,2806,1,11,0
6.8,16250,10196,147225,234,282435,58,3954,1,5,6.8,16366,12170,128585,226,303846,60,4496,0,6,0
7.0,17184,16799,128922,243,416561,44,2419,1,5,7.2,17188,14486,141182,226,251623,68,1428,0,8,1
10.0,32292,37919,99864,108,377670,0,5632,0,12,10.0,34101,33268,98922,118,646654,0,5961,1,17,0
7.2,17536,12618,138567,239,541505,58,3521,1,7,7.2,16946,11712,139677,214,542689,57,4201,0,5,0
11.8,41732,71692,141507,106,338094,0,3232,1,39,11.6,37757,62718,125715,103,382652,0,4057,0,30,0
12.0,40765,63806,130251,116,298916,0,4080,0,36,10.6,36737,50888,111608,100,393757,0,2467,1,23,0
7.0,17700,14636,144680,233,330929,56,3490,1,7,7.2,16197,13603,132512,190,491294,56,4967,0,5,1
1.0,2500,28,818,0,0,0,500,0,0,1.0,2540,80,2052,2,0,0,40,0,0,1
6.8,17275,16484,132624,193,263136,48,3340,0,9,6.8,16652,11833,140163,195,371847,52,3217,1,6,1
7.4,18186,16875,146218,231,346241,41,1311,1,8,7.0,15441,12656,136427,207,280933,48,3171,0,4,0
10.8,36732,39990,119300,124,501981,0,4457,1,21,11.0,37125,41692,105874,102,590985,0,6350,0,24,0
7.0,15408,12037,141488,229,136643,66,5323,1,3,6.8,14345,12256,122102,210,619872,48,5660,0,1,0
7.0,18350,14951,128476,220,281413,56,2675,1,10,6.6,15570,14384,138508,222,261462,54,3395,0,3,0
11.0,36245,34787,101185,113,264365,0,4445,1,20,10.8,35584,54506,119881,109,423203,0,6344,0,23,1
7.0,17506,15542,116833,188,248597,52,2846,1,8,7.2,16105,14075,119710,200,191747,47,1955,0,6,1
6.8,18120,17083,133048,224,539404,45,3115,1,8,6.8,14722,12156,118037,201,313968,50,1857,0,5,0
7.2,18056,15540,102869,205,251631,31,2926,1,10,6.8,16961,18371,129702,226,411903,51,1651,0,8,0
6.6,16227,15428,103046,174,231009,40,2262,0,7,7.0,19082,16879,126116,199,371964,55,4222,1,12,0
7.2,18632,15708,119844,199,568741,40,4887,1,12,6.6,15139,14428,110761,149,254450,60,1969,0,8,0
7.0,18593,16271,133954,205,207464,51,5108,0,7,6.6,17468,17068,108874,189,431509,39,5013,1,10,1
7.0,16337,10943,125771,224,459927,35,3542,1,5,7.0,16920,12383,114483,217,381333,44,2410,0,8,0
7.4,17089,12001,146552,225,341606,64,6324,1,5,7.0,14142,11399,117822,219,428355,44,4292,0,1,0
11.2,36676,37642,105793,102,511035,0,7076,0,20,11.4,39908,55946,139182,120,589395,0,2748,1,30,1
6.8,18372,18052,115708,227,332315,52,3027,1,11,6.2,13156,10846,98390,157,135868,52,2631,0,2,0
6.8,15644,10194,134056,214,438873,56,3089,1,4,7.2,15658,7924,148806,250,302651,75,2228,0,2,1
6.6,15807,14410,112076,195,542402,40,2792,1,8,6.8,15834,14680,115567,211,305144,39,2484,0,5,1
10.8,37491,39997,121190,124,423930,0,2266,0,21,11.6,39950,49711,116106,108,628797,0,4915,1,31,1
7.0,16863,14993,130366,220,539344,58,1923,0,6,7.8,20350,19906,167292,274,291899,54,3845,1,12,1
11.2,35207,47039,108649,91,310045,0,3917,1,22,10.8,37323,43066,116753,99,673827,0,6248,0,25,1
6.8,20553,21481,140473,222,273309,40,3348,1,14,6.6,16406,15643,105921,188,296184,48,2521,0,8,0
6.2,18858,19819,124385,158,431280,47,4328,0,12,6.6,18279,17381,109885,190,556721,40,2649,1,12,1
7.0,15068,13077,120416,195,223251,52,3358,0,4,7.4,18590,16385,154957,246,262843,68,3365,1,9,1
6.8,18076,16879,133008,230,166409,56,7851,1,8,6.8,15308,13367,112817,231,356447,44,3527,0,3,0
6.8,14988,11733,127350,208,205325,52,3233,0,3,7.0,17529,16221,128194,221,530051,51,1594,1,7,1
6.6,16037,13368,118474,210,357656,52,2497,0,5,6.8,16439,15229,115991,197,201924,36,2864,1,8,0
6.6,14601,10243,109525,170,406102,54,4176,1,3,6.8,15897,14070,106977,234,277569,36,2527,0,5,0
7.8,20929,18948,143169,222,369992,56,3649,1,13,6.8,16271,15427,117775,182,676622,58,1861,0,8,0
6.6,13748,13991,102018,190,258074,36,1988,0,3,6.8,16372,17036,102736,158,491227,43,3157,1,10,1
7.2,15792,15303,129305,233,289649,60,3347,1,5,7.0,17366,17552,127375,216,450533,52,4081,0,7,0
6.8,17565,16253,118490,212,562442,36,1375,0,10,6.8,16560,15111,122452,184,219465,56,2375,1,8,0
6.8,16260,11205,122192,231,289934,48,3180,0,6,6.8,15581,13086,112710,199,439446,48,2536,1,6,0
10.8,38192,37268,103211,114,287272,0,1487,0,23,11.0,38025,36002,129636,126,404381,0,3445,1,23,1
6.4,17983,16551,108374,192,215413,52,2088,0,9,6.8,17037,14414,128916,223,406471,45,1307,1,6,0
7.0,17525,17393,144893,227,353908,44,2760,1,7,7.0,17066,16075,141077,221,494595,48,2416,0,8,0
10.8,37189,34720,107651,117,574089,0,5249,0,23,10.6,34350,36861,103409,113,307725,0,5265,1,15,0
7.0,15356,11682,123618,189,233950,68,2346,0,5,7.2,17856,14469,151984,244,238782,63,5086,1,5,0
7.0,17616,13645,114137,223,256301,49,2456,1,10,6.6,13833,14374,127909,178,321377,44,1403,0,2,0
11.6,39227,56963,126958,103,598436,0,5492,1,32,11.2,36759,60755,127695,115,313016,0,2419,0,25,1
7.2,16898,17528,128955,198,264419,54,5158,0,7,6.6,13837,12070,104015,150,146739,52,3792,1,4,0
7.4,20744,21696,135305,182,389531,56,2719,0,15,6.6,17595,17014,118587,195,309624,44,2555,1,9,0
6.6,18296,16632,117601,228,178496,34,4056,1,8,7.0,17505,14216,132607,240,409723,56,3615,0,6,0
6.8,19501,14595,138507,199,393365,56,1491,1,9,6.4,18989,15398,121911,202,394367,32,4908,0,11,0
7.4,16568,9681,126731,242,285875,67,5103,0,4,7.2,15663,11035,144594,255,186117,59,3848,1,4,0
6.8,16469,12876,162392,217,859369,74,3294,0,5,6.6,16416,11239,133671,181,278680,54,2306,1,6,1
7.2,17722,15540,111002,190,308782,44,1662,0,9,6.8,16269,14586,117201,210,463149,64,1679,1,6,0
6.8,17929,18741,128192,196,260768,48,3234,0,10,7.0,17844,13564,119558,205,183649,54,3769,1,8,0
7.0,17527,15488,134249,204,563184,60,3642,1,9,6.8,17515,17789,112239,203,395917,40,3380,0,9,1
6.4,14773,12759,93460,182,162623,28,773,1,4,6.6,16884,11495,109317,190,513515,47,1399,0,7,0
6.8,17181,13715,114077,198,221987,52,1821,1,7,6.6,17744,11471,124788,251,245454,40,6909,0,4,1
7.0,17597,15792,118552,179,308166,60,4512,0,8,7.2,18338,19417,127598,211,223109,46,1858,1,11,1
7.2,18187,14394,127865,244,400792,46,2252,1,7,7.0,16442,10634,131557,222,300545,52,3887,0,5,0
7.2,16401,16446,144646,208,555475,59,2541,0,6,6.8,15108,15439,142043,212,300280,60,2658,1,3,0
7.0,16493,12737,125538,170,487022,52,2153,0,7,6.6,15964,12736,109952,193,115179,48,4724,1,5,0
6.8,16209,9772,126272,203,297603,52,2984,1,3,6.8,15349,8508,146865,233,661132,80,1589,0,1,1
6.6,15913,13635,98943,209,282215,36,1988,1,6,6.6,14986,10771,113897,210,193072,40,1916,0,4,0
7.0,16647,15153,133708,223,561459,56,1752,1,6,7.0,16548,12638,125757,208,338166,56,6853,0,7,1
7.2,17794,14082,142876,233,242330,48,2579,1,8,6.6,15338,11767,123593,184,371513,58,2228,0,5,0
6.8,17404,15084,124516,202,194215,48,2959,1,8,6.8,18516,16955,122176,181,547083,56,1946,0,11,1
6.4,15569,8184,99329,206,377813,40,1974,1,4,6.8,15625,11199,114400,205,234193,56,1980,0,3,1
7.2,16810,15916,143784,249,155140,56,3415,1,6,6.8,15384,10910,109741,210,224190,56,2984,0,4,1
6.4,15169,12544,109332,198,329696,52,2334,0,5,7.2,19759,14733,151026,253,408046,44,1764,1,11,1
7.2,16326,8885,144615,228,212532,72,3961,1,5,7.2,14532,10159,136148,215,293315,68,3742,0,1,0
6.8,16017,13276,143515,235,438364,52,1887,1,5,7.0,16810,12312,131439,208,375418,56,2080,0,7,1
7.2,17847,20743,138686,192,308274,48,2502,1,8,7.0,18253,12680,122228,206,157664,46,3783,0,10,0
7.2,16846,18256,145148,224,326908,56,3356,1,6,7.2,17302,13508,112206,195,195867,48,4687,0,8,0
6.8,15154,9960,130822,248,306158,57,3904,0,1,7.0,15783,9289,148744,222,275143,70,3453,1,3,1
6.8,15778,12398,129683,232,286303,52,5268,0,2,7.2,16740,10672,133466,262,297000,60,6490,1,5,1
6.4,15684,16470,125933,204,279397,60,1689,0,5,7.0,18053,14972,138433,233,154681,60,2808,1,11,1
6.4,15703,19738,113854,174,689526,52,2008,0,4,7.0,20121,21719,131810,206,237947,40,1561,1,16,1
7.4,18826,15695,141970,197,348068,60,3271,1,10,7.2,16889,14739,120587,189,393962,48,2534,0,7,1
7.0,16079,14289,147807,229,323594,76,3384,0,3,7.2,18992,15428,168522,232,291105,64,6937,1,8,0
7.0,17556,13697,131982,215,313473,59,5066,0,6,6.6,16630,13118,99965,197,256716,40,3345,1,7,0
7.2,16981,13974,127200,203,258395,55,2481,1,8,7.2,17659,18140,162944,240,414486,68,3399,0,9,0
7.2,18768,16740,142097,220,346843,52,3588,0,12,7.0,14510,11807,119997,217,532362,48,2805,1,3,0
6.8,16702,10196,144135,221,1022491,68,2562,1,6,7.0,15954,11235,140893,205,312185,60,1244,0,4,0
6.6,15672,13217,118706,223,438879,44,3217,0,4,7.2,19715,19393,119845,183,348981,48,2965,1,11,1
6.4,14988,11779,106437,179,414298,49,2438,1,5,7.2,19643,16857,126688,221,350002,47,1598,0,13,1
6.4,18357,17241,116549,209,393515,37,1977,1,9,7.0,18905,15936,147420,227,511184,58,4665,0,9,0
7.2,18877,16153,134568,248,218689,44,2327,0,11,6.6,15152,14192,114490,170,452498,60,3627,1,4,0
7.0,18369,16599,127558,224,479798,53,1469,1,10,7.0,16059,13850,114780,216,413555,46,2524,0,6,0
7.0,15463,13792,150026,234,506710,64,5478,0,1,6.8,15003,11979,126927,220,492210,51,4188,1,3,1
7.0,14872,12192,117334,205,841522,48,4047,0,5,7.6,20750,21586,148591,229,329467,72,3030,1,14,1
6.6,16493,12581,134410,213,470432,64,2258,1,5,6.8,17148,17716,112207,186,292407,43,3013,0,9,1
6.6,15094,9537,119600,220,428678,44,2939,1,4,7.0,16796,11907,142059,233,227911,56,3256,0,5,1
6.6,16055,10379,124026,233,307450,48,3325,1,4,7.2,16335,15004,127916,219,685852,55,2980,0,5,1
6.6,14048,12593,102454,194,301831,37,2438,0,3,7.6,19333,18468,141218,230,320556,50,4228,1,11,1
7.0,16292,12022,121746,211,223165,47,2717,0,5,7.0,18211,17297,127292,194,313347,52,4016,1,11,0
7.0,15854,15385,144568,234,390412,48,3454,0,4,7.0,15757,12293,127779,237,409040,54,2902,1,3,0
7.2,18123,15751,131675,228,331439,42,3838,1,9,7.2,15908,9662,134897,233,229288,64,2518,0,3,0
6.6,16798,19871,100435,175,284025,31,2818,0,10,7.0,19487,22373,132433,201,379668,59,5372,1,11,1
6.2,16433,15401,106175,162,173548,40,2993,0,10,6.6,19817,16900,128021,198,321080,55,2632,1,11,1
6.6,13964,10032,119065,211,210293,52,3499,0,0,7.0,15371,11278,119173,231,440796,44,3781,1,4,1
7.6,18740,16339,130809,232,435806,52,4135,0,9,7.2,17890,14919,131410,221,294712,60,4655,1,8,1
1.0,2500,145,1749,0,16678,0,500,0,0,1.0,2500,95,2711,0,2080,0,0,0,0,1
6.8,16605,15358,129631,192,159814,64,2315,0,6,6.8,17113,10380,119702,223,285569,50,4952,1,8,1
7.2,16687,12738,147273,231,454752,67,3662,1,5,7.2,14914,12857,138790,213,292126,64,1714,0,3,0
6.8,14667,14349,117081,204,307260,34,1842,0,4,6.8,15597,16227,132786,213,503722,52,1777,1,6,1
7.2,20728,22439,143378,205,186328,64,2713,0,14,6.8,18113,16401,122944,187,360727,54,3283,1,10,0
6.8,15514,15396,128252,207,136592,56,2444,0,3,6.8,16729,16130,123645,198,271928,60,2634,1,7,1
7.2,18235,16941,116951,213,539754,48,5485,1,10,6.8,14749,12843,126553,181,212404,64,2164,0,4,0
6.8,18113,14901,119771,202,711613,40,2068,1,12,6.4,15171,11721,130529,223,503203,56,2236,0,3,0
